epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.55085,1.70158,2.93811,1.60961,0.00667,1,0.49798,0.2416,1.4152,2.89003,1.87102,0.002,0.002,0.002
